Datetime,Open,High,Low,Close,Adj Close,Volume
2021-01-25 09:30:00-05:00,96.7300033569336,101.01000213623047,87.80000305175781,87.80000305175781,87.80000305175781,16142374
2021-01-25 09:40:00-05:00,92.0,97.1500015258789,87.26339721679688,93.3499984741211,93.3499984741211,3453007
2021-01-25 09:45:00-05:00,93.33000183105469,94.19989776611328,87.75,90.2699966430664,90.2699966430664,2980226
2021-01-25 09:50:00-05:00,90.34339904785156,92.0,86.31999969482422,90.58000183105469,90.58000183105469,2696170
2021-01-25 09:55:00-05:00,90.48999786376953,91.5,88.12000274658203,89.76000213623047,89.76000213623047,1866531
2021-01-25 10:00:00-05:00,89.68499755859375,95.86000061035156,85.0,89.94000244140625,89.94000244140625,3618061
2021-01-25 10:05:00-05:00,89.8998031616211,91.0999984741211,88.5999984741211,88.60060119628906,88.60060119628906,1643476
2021-01-25 10:10:00-05:00,88.62999725341797,96.0,88.0,95.70999908447266,95.70999908447266,2568471
2021-01-25 10:15:00-05:00,95.38500213623047,109.20999908447266,94.16000366210938,108.73100280761719,108.73100280761719,5248211
2021-01-25 10:20:00-05:00,108.87000274658203,115.97000122070312,102.80000305175781,113.11000061035156,113.11000061035156,5749156
2021-01-25 10:25:00-05:00,113.11000061035156,120.0,108.12999725341797,119.91999816894531,119.91999816894531,4782502
2021-01-25 10:30:00-05:00,119.95999908447266,127.0,116.0,124.83000183105469,124.83000183105469,5942383
2021-01-25 10:35:00-05:00,124.83999633789062,139.61000061035156,121.0,138.9499969482422,138.9499969482422,5895071
2021-01-25 10:40:00-05:00,139.19459533691406,144.9499969482422,135.0,144.6300048828125,144.6300048828125,5424798
2021-01-25 10:45:00-05:00,144.47000122070312,159.17999267578125,132.32000732421875,132.32000732421875,132.32000732421875,5241927
2021-01-25 10:50:00-05:00,121.33000183105469,138.0,116.52999877929688,137.88999938964844,137.88999938964844,2714915
2021-01-25 10:55:00-05:00,137.47000122070312,139.0,117.06999969482422,117.06999969482422,117.06999969482422,2891552
2021-01-25 11:00:00-05:00,117.06999969482422,120.0,103.97000122070312,103.97000122070312,103.97000122070312,1310276
2021-01-25 11:05:00-05:00,100.0,103.0,94.75,99.03019714355469,99.03019714355469,1008565
2021-01-25 11:10:00-05:00,98.9000015258789,104.47000122070312,88.08999633789062,88.08999633789062,88.08999633789062,1889615
2021-01-25 11:15:00-05:00,92.0,114.80000305175781,85.38999938964844,108.98999786376953,108.98999786376953,3133433
2021-01-25 11:20:00-05:00,108.38999938964844,110.0,102.0,105.5999984741211,105.5999984741211,2303467
2021-01-25 11:25:00-05:00,105.9375991821289,107.41000366210938,94.77999877929688,94.77999877929688,94.77999877929688,1144596
2021-01-25 11:30:00-05:00,96.0,103.8499984741211,91.0,98.77999877929688,98.77999877929688,1466644
2021-01-25 11:35:00-05:00,98.52020263671875,101.33999633789062,92.11000061035156,94.26439666748047,94.26439666748047,1748937
2021-01-25 11:40:00-05:00,94.0602035522461,107.30999755859375,94.05000305175781,103.86000061035156,103.86000061035156,2137141
2021-01-25 11:45:00-05:00,104.60800170898438,105.0,92.5,94.28410339355469,94.28410339355469,1557581
2021-01-25 11:50:00-05:00,93.99500274658203,101.0,91.55000305175781,98.04000091552734,98.04000091552734,1776052
2021-01-25 11:55:00-05:00,98.16000366210938,102.67240142822266,94.19999694824219,99.55999755859375,99.55999755859375,1282546
2021-01-25 12:00:00-05:00,99.98999786376953,103.0,95.0,97.76000213623047,97.76000213623047,1702932
2021-01-25 12:05:00-05:00,96.62999725341797,98.345703125,85.0,89.05329895019531,89.05329895019531,2979110
2021-01-25 12:10:00-05:00,89.9030990600586,93.0,78.55999755859375,78.55999755859375,78.55999755859375,1635644
2021-01-25 12:15:00-05:00,78.0,81.47000122070312,69.5,69.5,69.5,1858732
2021-01-25 12:20:00-05:00,69.47000122070312,72.0,61.130001068115234,61.130001068115234,61.130001068115234,2009920
2021-01-25 12:25:00-05:00,61.130001068115234,72.70999908447266,61.130001068115234,72.70999908447266,72.70999908447266,1294164
2021-01-25 12:30:00-05:00,76.33999633789062,84.77999877929688,72.7750015258789,83.68000030517578,83.68000030517578,3600147
2021-01-25 12:35:00-05:00,83.31999969482422,85.80000305175781,77.13999938964844,79.29000091552734,79.29000091552734,2773183
2021-01-25 12:40:00-05:00,79.19000244140625,80.0,72.79000091552734,73.0,73.0,1706403
2021-01-25 12:45:00-05:00,73.0,78.41000366210938,72.73999786376953,76.5,76.5,1469937
2021-01-25 12:50:00-05:00,76.56990051269531,76.79000091552734,65.55000305175781,71.59500122070312,71.59500122070312,2445142
2021-01-25 12:55:00-05:00,71.59600067138672,73.0,68.0,69.41999816894531,69.41999816894531,1658744
2021-01-25 13:00:00-05:00,69.30000305175781,71.75,67.0,70.37329864501953,70.37329864501953,1536727
